n,h,m
514,1513,N
503,1483,N
1084,3455,N
840,2592,N
103,256,N
1262,4062,N
1019,3197,N
1851,6181,N
2159,7330,N
2178,7405,N
1798,5992,N
523,1555,N
945,2974,N
1697,5618,N
824,2549,N
364,1031,N
1011,3181,N
1471,4841,N
1372,4442,N
1930,6488,N
515,1517,N
1548,5070,N
2277,7788,N
73,177,N
1573,5171,N
838,2577,N
2161,7335,N
455,1318,N
89,219,N
451,1312,N
886,2763,N
679,2046,N
1372,4472,N
1101,3482,N
2179,7426,N
69,168,N
221,596,N
1769,5897,N
103,259,N
686,2082,N
1483,4830,N
2296,7863,N
1972,6643,N
1392,4501,N
993,3143,N
999,3126,N
1120,3552,N
2137,7265,N
308,860,N
1570,5186,N
1279,4109,N
1347,4385,N
871,2708,N
1792,5968,N
628,1864,N
136,347,N
17,34,N
637,1898,N
482,1403,N
284,793,N
2298,7868,N
905,2817,N
577,1715,N
1176,3746,N
2200,7494,N
596,1783,N
1110,3505,N
437,1262,N
2014,6796,N
1374,4490,N
2022,6810,N
1369,4446,N
1335,4342,N
167,434,N
1678,5568,N
33,73,N
1692,5606,N
1189,3797,N
887,2751,N
808,2473,N
338,956,N
2063,6979,N
196,528,N
854,2648,N
427,1228,N
1554,5140,N
1669,5511,N
1076,3418,N
747,2288,N
934,2910,N
1013,3188,N
1749,5803,N
314,883,N
1862,6227,N
878,2721,N
1843,6155,N
2272,7769,N
507,1472,N
1875,6291,N
238,645,N
596,1772,N
80,193,N
2308,7905,N
1660,5532,N
1196,3830,N
861,2647,N
1201,3840,N
2247,7669,N
1174,3762,N
1266,4062,N
1435,4675,N
2023,6845,N
1897,6346,N
315,895,N
2162,7348,N
1694,5630,N
2124,7209,N
160,413,N
1441,4704,N
520,1520,N
852,2626,N
1690,5595,N
1593,5292,N
1607,5303,N
1531,5070,N
823,2514,N
1072,3394,N
438,1268,N
639,1916,N
380,1080,N
1400,4561,N
1751,5851,N
1816,6052,N
2292,7843,N
1684,5569,N
1290,4148,N
1717,5680,N
1509,4981,N
2010,6790,N
1826,6089,N
1950,6566,N
417,1204,N
165,430,N
830,2575,N
533,1566,N
2246,7673,N
716,2188,N
23,47,N
50,116,N
1982,6662,N
1958,6580,N
1870,6258,N
1217,3910,N
1615,5370,N
1232,3978,N
150,391,N
1110,3523,N
1325,4273,N
2187,7460,N
1925,6475,N
590,1761,N
33,71,N
1676,5556,N
1260,4039,N
900,2799,N
628,1891,N
732,2227,N
1341,4315,N
997,3129,N
1377,4472,N
2181,7415,N
1916,6439,N
1337,4321,N
2172,7382,N
997,3121,N
2161,7357,N
367,1046,N
1696,5628,N
986,3107,N
508,1494,N
663,2012,N
546,1613,N
804,2465,N
1212,3871,N
1068,3383,N
796,2456,N
735,2232,N
310,859,N
850,2623,N
1338,4329,N
938,2937,N
1810,6030,N
373,1071,N
696,2111,N
1082,3412,N
515,1509,N
233,634,N
848,2634,N
998,3162,N
1773,5901,N
1100,3489,N
81,199,N
1966,6637,N
1607,5292,N
1883,6319,N
1526,4995,N
1925,6471,N
13,26,N
1286,4157,N
1832,6118,N
1383,4491,N
2245,7659,N
740,2242,N
415,1194,N
1297,4170,N
2069,7006,N
1165,3693,N
1966,6645,N
183,487,N
247,673,N
208,562,N
1046,3306,N
2172,7395,N
596,1777,N
1814,6045,N
2202,7489,N
183,479,N
1408,4591,N
1845,6177,N
2045,6929,N
694,2101,N
164,433,N
755,2314,N
672,2027,N
1722,5731,N
542,1597,N
1457,4762,N
648,1944,N
1213,3886,N
1728,5749,N
996,3147,N
999,3150,N
1978,6660,N
511,1502,N
998,3130,N
2101,7133,N
1924,6454,N
170,446,N
1559,5132,N
1170,3731,N
563,1666,N
862,2680,N
1952,6563,N
1500,4961,N
1583,5186,N
601,1799,N
2279,7793,N
1642,5403,N
2194,7468,N
1942,6522,N
1777,5920,N
951,2973,N
1989,6696,N
1904,6379,N
1006,3152,N
507,1485,N
359,1016,N
1275,4092,N
1038,3298,N
760,2324,N
1469,4798,N
547,1625,N
938,2953,N
557,1651,N
1418,4615,N
441,1275,N
1315,4261,N
340,953,N
930,2895,N
1291,4140,N
543,1602,N
812,2497,N
382,1088,N
1202,3852,N
792,2416,N
821,2514,N
2304,7881,N
960,3016,N
843,2598,N
322,903,N
1438,4695,N
369,1055,N
2014,6792,N
339,951,N
1233,3940,N
775,2372,N
1949,6536,N
340,962,N
935,2911,N
1122,3554,N
816,2534,N
275,758,N
1365,4437,N
1313,4267,N
527,1529,N
2174,7403,N
1849,6193,N
1005,3167,N
1177,3750,N
1816,6052,N
1150,3691,N
1126,3597,N
1748,5846,N
2074,7016,N
1616,5336,N
2030,6876,N
150,395,N
2119,7188,N
444,1287,N
900,2801,N
1677,5523,N
2155,7326,N
125,322,N
416,1202,N
1622,5346,N
2053,6946,N
688,2070,N
2135,7242,N
964,3005,N
66,154,N
1164,3718,N
1032,3254,N
772,2362,N
35,76,N
1955,6570,N
1001,3137,N
1591,5253,N
1315,4246,N
1675,5551,N
1843,6182,N
1075,3405,N
203,543,N
170,447,N
1742,5779,N
637,1908,N
1789,5969,N
2193,7480,N
2194,7471,N
1962,6603,N
107,269,N
936,2912,N
513,1502,N
1328,4272,N
1891,6341,N
574,1705,N
1177,3769,N
2107,7158,N
1475,4833,N
969,3037,N
1393,4541,N
958,2985,N
895,2778,N
1309,4229,N
1128,3612,N
324,912,N
1717,5727,N
1812,6050,N
637,1909,N
1677,5554,N
169,451,N
1099,3491,N
1512,4940,N
1141,3639,N
821,2522,N
2041,6897,N
1867,6241,N
377,1084,N
1785,5940,N
1748,5808,N
591,1746,N
1307,4213,N
810,2497,N
1,1,N
1739,5789,N
2051,6932,N
297,825,N
2102,7142,N
864,2672,N
1366,4444,N
85,207,N
44,100,N
636,1914,N
1768,5916,N
935,2892,N
645,1929,N
1183,3767,N
101,249,N
2208,7532,N
1847,6190,N
1689,5596,N
1558,5111,N
1922,6443,N
2275,7785,N
354,997,N
697,2118,N
1123,3545,N
398,1139,N
1730,5754,N
388,1108,N
2149,7311,N
45,101,N
1625,5410,N
705,2123,N
1590,5246,N
639,1919,N
1030,3246,N
791,2419,N
367,1041,N
1465,4802,N
629,1874,N
1892,6353,N
1015,3208,N
1668,5498,N
1320,4245,N
908,2826,N
513,1499,N
1193,3823,N
1617,5322,N
209,560,N
1650,5450,N
2096,7097,N
1035,3273,N
474,1374,N
1230,3945,N
1107,3506,N
223,603,N
267,735,N
288,801,N
303,848,N
1562,5141,N
2154,7333,N
25,52,N
1034,3267,N
355,1012,N
1406,4596,N
1909,6408,N
226,616,N
335,944,N
1375,4466,N
77,186,N
2226,7590,N
2191,7467,N
2131,7237,N
523,1548,N
1546,5114,N
1431,4651,N
468,1360,N
236,641,N
309,867,N
310,873,N
1956,6573,N
1720,5695,N
1035,3252,N
1684,5579,N
788,2405,N
168,447,N
2074,7024,N
651,1960,N
332,924,N
1058,3349,N
1767,5896,N
724,2196,N
2257,7708,N
1522,4975,N
1701,5634,N
678,2049,N
2123,7204,N
315,880,N
164,429,N
2059,6959,N
1341,4337,N
615,1852,N
2075,7046,N
714,2156,N
593,1757,N
501,1471,N
75,183,N
1651,5458,N
148,390,N
1632,5383,N
878,2713,N
1040,3294,N
2170,7371,N
146,385,N
627,1886,N
94,228,N
1927,6477,N
210,567,N
671,2026,N
1251,4027,N
1197,3814,N
1731,5753,N
1664,5507,N
346,969,N
1105,3511,N
196,527,N
628,1888,N
1874,6278,N
1659,5490,N
1569,5204,N
64,151,N
2098,7123,N
1777,5917,N
979,3073,N
1053,3335,N
1830,6099,N
535,1581,N
1070,3369,N
1115,3545,N
537,1591,N
991,3107,N
239,651,N
942,2942,N
2129,7218,N
453,1316,N
1929,6483,N
145,378,N
499,1463,N
948,2971,N
2066,6984,N
1454,4738,N
271,744,N
104,260,N
1807,6023,N
577,1703,N
1793,5968,N
1505,4931,N
140,363,N
857,2670,N
1190,3796,N
569,1683,N
573,1694,N
430,1241,N
210,568,N
2264,7734,N
333,941,N
1840,6159,N
2112,7171,N
1994,6720,N
223,604,N
1214,3875,N
1396,4533,N
930,2908,N
1552,5093,N
589,1751,N
2062,6982,N
1547,5083,N
336,946,N
1747,5827,N
1622,5413,N
880,2717,N
2050,6935,N
1316,4239,N
209,559,N
821,2551,N
422,1212,N
622,1854,N
429,1235,N
772,2364,N
1118,3562,N
315,886,N
1703,5666,N
1648,5418,N
508,1477,N
2300,7878,N
1490,4866,N
850,2622,N
113,284,N
1572,5174,N
80,191,N
968,3030,N
982,3088,N
2128,7227,N
1847,6190,N
774,2376,N
1366,4415,N
1632,5382,N
1480,4832,N
736,2242,N
516,1516,N
1111,3551,N
1021,3214,N
2271,7764,N
1395,4515,N
1111,3535,N
34,75,N
2037,6887,N
2161,7355,N
2237,7640,N
2048,6905,N
362,1033,N
1510,4959,N
1372,4417,N
2237,7636,N
990,3095,N
2273,7775,N
1276,4107,N
664,1996,N
1945,6535,N
1347,4363,N
962,3000,N
675,2045,N
2017,6822,N
1263,4070,N
2163,7364,N
868,2706,N
1472,4807,N
2105,7132,N
579,1711,N
1912,6408,N
1764,5864,N
1867,6243,N
2131,7241,N
885,2751,N
2304,7892,N
54,128,N
661,1971,N
1635,5388,N
2246,7671,N
404,1166,N
1574,5219,N
1928,6465,N
469,1369,N
2250,7676,N
2082,7045,N
1185,3784,N
1954,6587,N
500,1458,N
155,402,N
134,341,N
609,1830,N
2233,7625,N
452,1315,N
1086,3428,N
163,423,N
2254,7700,N
1469,4787,N
592,1768,N
936,2933,N
1830,6114,N
2160,7342,N
2226,7594,N
36,79,N
1931,6505,N
1400,4556,N
1772,5890,N
2264,7737,N
135,345,N
1851,6213,N
162,423,N
401,1142,N
2072,7023,N
237,655,N
593,1782,N
892,2762,N
2271,7761,N
767,2354,N
1338,4338,N
2298,7867,N
1904,6388,N
524,1549,N
2221,7590,N
1234,3954,N
1676,5557,N
1340,4329,N
962,3029,N
1743,5826,N
1621,5335,N
1246,4003,N
2102,7144,N
1403,4545,N
1266,4093,N
1317,4258,N
146,376,N
1579,5243,N
2198,7486,N
1464,4778,N
581,1736,N
750,2278,N
529,1562,N
1198,3833,N
1577,5228,N
2061,6969,N
1771,5898,N
1572,5167,N
2232,7614,N
1344,4352,N
194,516,N
216,586,N
1124,3584,N
2025,6853,N
428,1238,N
230,622,N
2208,7527,N
1280,4133,N
274,750,N
2054,6948,N
1158,3698,N
1131,3583,N
313,873,N
67,162,N
101,256,N
1854,6186,N
553,1639,N
538,1596,N
249,680,N
105,260,N
1289,4160,N
1167,3701,N
1973,6650,N
405,1164,N
1668,5525,N
641,1902,N
1220,3900,N
2296,7863,N
396,1137,N
640,1934,N
1524,5003,N
156,411,N
11,21,N
2071,6988,N
1405,4572,N
1629,5371,N
1344,4352,N
520,1516,N
873,2723,N
1223,3919,N
906,2807,N
2097,7109,N
665,2009,N
1225,3924,N
835,2584,N
149,383,N
648,1946,N
1470,4794,N
204,542,N
1771,5895,N
1966,6621,N
1765,5880,N
995,3113,N
252,684,N
393,1117,N
545,1587,N
212,566,N
1894,6366,N
1482,4889,N
2020,6820,N
1352,4385,N
1394,4566,N
1931,6507,N
794,2446,N
607,1818,N
587,1738,N
570,1686,N
965,3021,N
1567,5207,N
1137,3644,N
1178,3771,N
952,2981,N
2295,7854,N
1245,3998,N
2079,7041,N
1853,6190,N
1823,6087,N
1238,3976,N
1366,4417,N
1521,4975,N
1496,4901,N
2073,7016,N
790,2455,N
237,641,N
1408,4578,N
2136,7250,N
1261,4030,N
146,381,N
2168,7378,N
1972,6639,N
2078,7035,N
348,986,N
1528,5028,N
121,308,N
699,2120,N
1879,6300,N
1796,5985,N
1292,4158,N
1915,6433,N
148,390,N
2293,7850,N
1642,5475,N
235,638,N
199,534,N
1986,6681,N
2221,7581,N
2022,6828,N
1223,3924,N
345,964,N
38,84,N
1384,4529,N
1887,6332,N
931,2894,N
648,1948,N
231,634,N
2268,7755,N
34,74,N
902,2806,N
1655,5488,N
850,2636,N
1762,5864,N
1434,4651,N
790,2420,N
884,2730,N
713,2179,N
304,846,N
506,1493,N
860,2669,N
2180,7419,N
148,386,N
1631,5386,N
595,1774,N
901,2821,N
1192,3817,N
1866,6264,N
1437,4696,N
1747,5814,N
2307,7902,N
491,1424,N
1424,4635,N
668,2002,N
1677,5580,N
1718,5692,N
1092,3485,N
1673,5530,N
1246,4020,N
1725,5731,N
1709,5661,N
68,160,N
931,2924,N
196,523,N
1085,3442,N
161,419,N
1259,4044,N
314,874,N
1711,5696,N
1409,4587,N
1353,4389,N
1133,3622,N
127,321,N
2059,6972,N
1973,6647,N
115,290,N
217,575,N
1653,5466,N
328,928,N
2216,7552,N
1303,4196,N
988,3088,N
720,2193,N
198,525,N
1366,4431,N
1903,6388,N
2014,6797,N
1330,4304,N
1868,6248,N
495,1452,N
2285,7821,N
519,1537,N
514,1495,N
684,2077,N
1907,6400,N
1699,5628,N
420,1201,N
106,266,N
1343,4353,N
1462,4765,N
1424,4674,N
1021,3232,N
1480,4874,N
379,1087,N
1409,4576,N
1387,4519,N
1733,5763,N
301,833,N
1557,5104,N
615,1844,N
1104,3503,N
1233,3972,N
2252,7698,N
1967,6618,N
656,1980,N
1257,4052,N
209,554,N
413,1195,N
2019,6822,N
723,2199,N
1030,3273,N
1093,3482,N
1471,4795,N
1736,5776,N
1233,3941,N
16,32,N
1441,4682,N
487,1423,N
1528,5009,N
16,32,N
378,1082,N
525,1551,N
688,2074,N
1269,4083,N
401,1146,N
74,177,N
316,882,N
1102,3483,N
1462,4780,N
1983,6674,N
1936,6499,N
1087,3440,N
964,3018,N
1309,4227,N
215,574,N
1901,6375,N
2227,7597,N
1034,3267,N
371,1064,N
1479,4831,N
2039,6889,N
2252,7689,N
370,1040,N
1683,5573,N
342,970,N
2223,7580,N
558,1655,N
154,404,N
2120,7189,N
247,678,N
1228,3950,N
1665,5519,N
2018,6819,N
2136,7266,N
1777,5919,N
1630,5399,N
62,145,N
1257,4028,N
1754,5830,N
908,2848,N
1437,4661,N
780,2387,N
1226,3926,N
2202,7514,N
1908,6391,N
600,1798,N
2266,7743,N
1903,6407,N
219,592,N
1946,6553,N
2186,7439,N
1811,6026,N
2066,6997,N
90,227,N
1582,5198,N
2201,7490,N
313,871,N
1018,3200,N
966,3032,N
1567,5150,N
1422,4619,N
605,1804,N
1288,4151,N
1663,5521,N
293,813,N
250,684,N
45,100,N
1399,4591,N
779,2380,N
2203,7508,N
1886,6309,N
1065,3378,N
735,2263,N
123,311,N
1339,4374,N
2118,7197,N
2198,7486,N
992,3100,N
1441,4690,N
1932,6487,N
2179,7419,N
1442,4721,N
1462,4801,N
227,619,N
950,2988,N
2207,7523,N
38,84,N
1081,3421,N
1333,4316,N
286,791,N
255,698,N
43,97,N
2199,7497,N
2040,6898,N
1994,6716,N
355,1011,N
197,531,N
2127,7224,N
1871,6269,N
2075,7027,N
589,1749,N
2295,7858,N
1048,3335,N
1251,4055,N
1760,5865,N
1240,3999,N
1010,3158,N
2108,7157,N
733,2237,N
47,108,N
1269,4065,N
1561,5118,N
2201,7497,N
1467,4790,N
317,887,N
1307,4230,N
757,2314,N
1624,5353,N
1827,6116,N
320,899,N
742,2266,N
85,207,N
1006,3166,N
1550,5073,N
144,373,N
1379,4485,N
66,158,N
783,2401,N
918,2848,N
1335,4322,N
1307,4243,N
1280,4164,N
2237,7634,N
255,695,N
1023,3225,N
1596,5290,N
1561,5116,N
1645,5438,N
1765,5889,N
2229,7605,N
544,1606,N
1175,3751,N
80,196,N
201,538,N
2004,6755,N
1053,3336,N
345,980,N
109,273,N
528,1552,N
844,2619,N
618,1848,N
2268,7749,N
684,2058,N
1963,6609,N
435,1259,N
119,300,N
287,794,N
1806,6011,N
1734,5763,N
2157,7330,N
2267,7745,N
65,152,N
860,2665,N
217,587,N
1853,6190,N
410,1172,N
443,1277,N
397,1134,N
2044,6912,N
1541,5067,N
239,653,N
2189,7453,N
2088,7063,N
673,2034,N
1771,5905,N
2072,7027,N
1758,5840,N
1621,5383,N
895,2774,N
1488,4882,N
601,1791,N
1065,3358,N
978,3076,N
357,1008,N
1817,6086,N
754,2298,N
1315,4249,N
1372,4465,N
1187,3826,N
403,1153,N
873,2684,N
2091,7082,N
350,977,N
1398,4543,N
1335,4309,N
679,2049,N
226,609,N
1994,6724,N
193,518,N
1114,3531,N
1716,5720,N
309,863,N
1601,5288,N
1483,4853,N
159,412,N
1944,6542,N
933,2912,N
560,1659,N
2025,6841,N
33,73,N
1367,4472,N
1005,3167,N
1654,5460,N
2198,7502,N
1273,4102,N
1834,6115,N
2128,7236,N
1526,4994,N
1282,4134,N
407,1166,N
835,2582,N
2206,7518,N
877,2718,N
1333,4327,N
1390,4512,N
441,1268,N
1797,6000,N
945,2966,N
246,677,N
1002,3157,N
2228,7604,N
1610,5322,N
2183,7442,N
1778,5902,N
174,459,N
1724,5715,N
923,2864,N
1028,3240,N
485,1424,N
48,109,N
1641,5463,N
446,1296,N
2204,7508,N
1464,4771,N
1444,4700,N
921,2879,N
1776,5919,N
582,1721,N
2173,7410,N
845,2611,N
675,2038,N
2163,7346,N
870,2668,N
1623,5360,N
123,317,N
1216,3908,N
996,3119,N
1206,3876,N
1732,5733,N
278,768,N
341,962,N
1436,4689,N
114,286,N
1412,4588,N
1037,3279,N
171,451,N
153,398,N
1431,4677,N
1633,5404,N
2185,7446,N
74,178,N
349,976,N
1952,6573,N
2278,7800,N
685,2054,N
1903,6398,N
1395,4535,N
2048,6927,N
1155,3706,N
2125,7216,N
1594,5260,N
836,2602,N
1314,4231,N
1171,3751,N
827,2546,N
1143,3641,N
1455,4748,N
1330,4291,N
224,607,N
771,2370,N
1656,5481,N
2168,7382,N
1807,6029,N
1890,6330,N
1337,4341,N
1032,3236,N
2125,7231,N
1240,3992,N
1559,5140,N
1496,4892,N
1289,4157,N
1117,3543,N
456,1325,N
1237,3966,N
1073,3388,N
2262,7727,N
603,1795,N
625,1875,N
1893,6325,N
1024,3216,N
39,87,N
975,3064,N
1293,4166,N
2228,7604,N
1213,3893,N
232,627,N
1226,3918,N
1870,6240,N
482,1397,N
1705,5714,N
2252,7687,N
2209,7533,N
2207,7533,N
1760,5853,N
1603,5280,N
683,2062,N
2015,6799,N
1253,4014,N
1510,4957,N
893,2762,N
770,2355,N
447,1301,N
969,3034,N
1378,4519,N
1008,3162,N
593,1764,N
455,1331,N
561,1671,N
2251,7687,N
1764,5894,N
112,280,N
788,2414,N
1561,5102,N
2074,7016,N
2227,7595,N
538,1598,N
246,665,N
2045,6905,N
966,3026,N
1326,4321,N
675,2037,N
766,2352,N
931,2915,N
798,2455,N
771,2357,N
1633,5389,N
1077,3403,N
579,1724,N
708,2144,N
1990,6720,N
2136,7254,N
1484,4850,N
779,2398,N
1274,4093,N
1691,5595,N
857,2653,N
323,909,N
1390,4507,N
1148,3640,N
1425,4628,N
1403,4573,N
1034,3253,N
494,1446,N
1807,6021,N
2234,7633,N
1197,3848,N
1727,5732,N
312,866,N
418,1207,N
1985,6679,N
648,1947,N
1176,3745,N
749,2295,N
1628,5369,N
1893,6360,N
1918,6438,N
1270,4084,N
2225,7595,N
1127,3564,N
2034,6884,N
2085,7068,N
1978,6665,N
1971,6644,N
1440,4740,N
710,2168,N
1367,4457,N
1983,6683,N
980,3085,N
1334,4309,N
1502,4917,N
1343,4372,N
1018,3222,N
1340,4320,N
537,1593,N
1106,3519,N
2106,7137,N
1712,5698,N
861,2681,N
1888,6329,N
166,437,N
1544,5071,N
1759,5850,N
2153,7322,N
1640,5427,N
11,22,N
1081,3436,N
1130,3602,N
1823,6082,N
792,2437,N
1357,4410,N
1336,4320,N
1384,4486,N
2224,7581,N
2183,7426,N
1697,5608,N
111,280,N
31,67,N
113,284,N
12,24,N
789,2419,N
366,1036,N
1157,3692,N
2005,6753,N
1848,6173,N
657,1981,N
1615,5321,N
1840,6139,N
2244,7662,N
1798,6005,N
58,137,N
1506,4930,N
1376,4462,N
2246,7665,N
1520,4980,N
1792,5980,N
1826,6089,N
2066,6996,N
541,1582,N
472,1378,N
1951,6565,N
969,3025,N
2176,7412,N
912,2835,N
1906,6399,N
1709,5649,N
237,648,N
670,2032,N
202,548,N
1194,3800,N
762,2335,N
660,2004,N
1113,3553,N
1853,6213,N
1723,5742,N
1132,3612,N
304,839,N
791,2424,N
1249,4014,N
2293,7845,N
754,2323,N
2212,7548,N
406,1167,N
2211,7550,N
1477,4825,N
2080,7049,N
411,1171,N
1368,4433,N
659,1977,N
763,2324,N
1535,5046,N
1547,5095,N
1611,5310,N
1909,6411,N
2197,7473,N
346,980,N
2103,7140,N
57,132,N
1098,3496,N
1144,3636,N
227,614,N
904,2801,N
1412,4606,N
603,1792,N
673,2021,N
1432,4668,N
2157,7332,N
963,3010,N
126,325,N
652,1953,N
140,363,N
819,2518,N
370,1056,N
1282,4158,N
1717,5702,N
535,1572,N
1609,5293,N
542,1610,N
1217,3908,N
744,2262,N
2189,7457,N
93,227,N
1022,3226,N
1132,3599,N
1944,6532,N
1158,3684,N
1907,6422,N
1573,5145,N
1234,3956,N
1720,5711,N
370,1036,N
1534,5040,N
258,709,N
1265,4054,N
2212,7537,N
563,1682,N
1391,4550,N
743,2288,N
1080,3404,N
2091,7080,N
980,3050,N
876,2712,N
1650,5446,N
2298,7864,N
1478,4832,N
1636,5418,N
593,1770,N
1713,5674,N
2114,7166,N
1454,4724,N
2046,6922,N
2191,7463,N
2147,7298,N
2037,6888,N
1981,6696,N
125,320,N
2305,7896,N
1238,3973,N
262,717,N
1670,5519,N
223,612,N
226,611,N
1865,6228,N
64,151,N
2044,6903,N
2185,7436,N
279,767,N
232,637,N
853,2655,N
330,927,N
453,1316,N
214,578,N
1311,4210,N
1697,5631,N
1744,5778,N
279,773,N
77,190,N
480,1403,N
943,2950,N
2064,6989,N
1010,3159,N
1023,3235,N
1354,4413,N
1489,4853,N
1868,6267,N
1105,3532,N
124,316,N
2243,7658,N
553,1645,N
1551,5102,N
626,1865,N
1098,3482,N
111,282,N
1954,6567,N
1891,6330,N
1134,3590,N
1406,4582,N
1476,4819,N
557,1654,N
1072,3385,N
346,975,N
1385,4496,N
301,850,N
1920,6461,N
524,1547,N
343,961,N
36,76,N
1794,5970,N
2142,7279,N
1114,3532,N
2260,7724,N
1099,3485,N
544,1605,N
1136,3622,N
186,497,N
2110,7154,N
1632,5416,N
1014,3182,N
1269,4068,N
1217,3878,N
793,2449,N
1221,3879,N
412,1184,N
2099,7119,N
803,2472,N
1461,4773,N
350,990,N
1042,3282,N
841,2579,N
916,2863,N
1766,5872,N
229,624,N
1513,4965,N
2270,7761,N
820,2511,N
1874,6294,N
501,1451,N
395,1135,N
1524,5013,N
2209,7530,N
227,619,N
742,2257,N
831,2557,N
1623,5398,N
241,656,N
1985,6706,N
1457,4760,N
1368,4433,N
956,2991,N
1082,3443,N
1702,5635,N
1564,5140,N
939,2931,N
951,2997,N
1523,4997,N
1288,4155,N
286,792,N
1352,4408,N
1739,5778,N
1508,4996,N
2143,7271,N
2151,7316,N
783,2394,N
1111,3503,N
2147,7291,N
858,2634,N
1473,4865,N
441,1274,N
1365,4409,N
1336,4319,N
2014,6808,N
1179,3755,N
1340,4361,N
1643,5406,N
2255,7707,N
689,2066,N
116,294,N
482,1400,N
1624,5349,N
530,1553,N
687,2080,N
823,2545,N
271,751,N
487,1441,N
1967,6607,N
1849,6184,N
2066,6992,N
528,1550,N
145,370,N
1837,6136,N
892,2779,N
1409,4603,N
1960,6634,N
240,659,N
1316,4267,N
18,36,N
1449,4710,N
258,711,N
2096,7101,N
59,138,N
194,517,N
2246,7668,N
258,705,N
293,818,N
299,836,N
1908,6401,N
649,1956,N
606,1799,N
319,895,N
834,2576,N
85,205,N
880,2722,N
639,1915,N
151,392,N
1015,3203,N
1558,5132,N
1744,5789,N
1741,5787,N
2254,7698,N
2300,7875,N
1423,4634,N
2038,6893,N
838,2593,N
2293,7846,N
1826,6108,N
412,1185,N
1145,3652,N
2197,7483,N
1359,4393,N
485,1409,N
613,1821,N
1993,6723,N
1326,4283,N
559,1646,N
2006,6773,N
1060,3342,N
2148,7298,N
2108,7147,N
1728,5748,N
470,1370,N
633,1895,N
1738,5764,N
1064,3365,N
926,2884,N
632,1894,N
2121,7197,N
867,2675,N
874,2705,N
2126,7215,N
1624,5381,N
327,912,N
944,2952,N
1833,6124,N
1142,3640,N
1504,4949,N
505,1491,N
27,57,N
447,1296,N
968,3023,N
916,2878,N
1713,5666,N
1778,5926,N
1906,6389,N
576,1699,N
2004,6750,N
829,2571,N
2024,6849,N
1614,5307,N
2220,7575,N
448,1299,N
525,1547,N
142,373,N
2220,7575,N
335,948,N
2041,6910,N
61,142,N
1727,5728,N
1310,4227,N
498,1466,N
568,1700,N
632,1901,N
1535,5053,N
1364,4461,N
1034,3268,N
1249,3998,N
659,1979,N
1302,4184,N
1043,3274,N
678,2056,N
1392,4578,N
6,11,N
923,2889,N
1883,6314,N
2108,7153,N
487,1430,N
312,873,N
2070,7015,N
501,1450,N
2054,6955,N
2022,6833,N
1516,4964,N
816,2518,N
118,298,N
349,983,N
1629,5389,N
2168,7376,N
1903,6375,N
1728,5740,N
1348,4382,N
262,720,N
110,275,N
2194,7475,N
54,127,N
68,162,N
2218,7559,N
1842,6159,N
483,1400,N
1601,5270,N
1609,5318,N
1472,4820,N
2103,7144,N
287,793,N
2201,7498,N
515,1529,N
2033,6872,N
1917,6455,N
339,966,N
1583,5189,N
849,2624,N
903,2802,N
1168,3715,N
1134,3600,N
2239,7638,N
936,2925,N
821,2513,N
1467,4813,N
2116,7179,N
1277,4097,N
2159,7360,N
952,2966,N
2095,7091,N
1132,3604,N
2111,7165,N
1881,6310,N
2249,7677,N
1161,3702,N
1952,6570,N
274,757,N
1056,3332,N
1811,6056,N
487,1443,N
1081,3414,N
1446,4727,N
1141,3638,N
1698,5628,N
537,1585,N
893,2784,N
483,1393,N
1012,3171,N
295,822,N
409,1179,N
523,1537,N
382,1090,N
1963,6594,N
197,524,N
234,637,N
1364,4415,N
1791,5982,N
1847,6171,N
1338,4321,N
925,2860,N
1561,5160,N
59,135,N
814,2500,N
2110,7223,N
1324,4315,N
502,1471,N
1236,3965,N
1817,6080,N
431,1256,N
43,95,N
282,784,N
1257,4041,N
2107,7158,N
571,1706,N
508,1500,N
509,1493,N
310,861,N
715,2161,N
610,1806,N
793,2440,N
2028,6844,N
642,1932,N
1972,6645,N
2279,7793,N
100,250,N
487,1421,N
592,1765,N
2131,7224,N
1674,5539,N
1878,6299,N
746,2256,N
2266,7750,N
1026,3230,N
1450,4755,N
238,650,N
287,797,N
953,2972,N
1175,3772,N
1220,3939,N
561,1669,N
1409,4620,N
2057,6952,N
72,175,N
993,3125,N
1124,3566,N
2262,7732,N
351,994,N
1145,3664,N
1959,6585,N
669,2028,N
1412,4635,N
2277,7787,N
75,177,N
1429,4671,N
2074,7016,N
326,917,N
1929,6464,N
872,2706,N
905,2799,N
941,2931,N
1799,6018,N
2132,7225,N
855,2647,N
449,1304,N
1914,6419,N
2201,7497,N
613,1842,N
720,2206,N
2192,7465,N
703,2135,N
2157,7325,N
869,2675,N
1979,6683,N
748,2276,N
1987,6699,N
396,1138,N
525,1554,N
503,1471,N
2098,7115,N
118,303,N
530,1568,N
2298,7868,N
1954,6574,N
1596,5249,N
1404,4583,N
1771,5877,N
330,927,N
91,222,N
1821,6074,N
901,2804,N
2258,7717,N
987,3101,N
1816,6049,N
1733,5746,N
1991,6722,N
488,1428,N
2147,7315,N
1556,5152,N
353,1007,N
814,2491,N
2261,7732,N
1798,6006,N
1223,3923,N
135,351,N
2159,7347,N
1682,5565,N
238,643,N
242,659,N
497,1458,N
2236,7640,N
1688,5593,N
